project_id,project_name,project_type,start_date,planned_end_date,actual_end_date,base_budget,contingency_budget,total_budget,actual_cost,progress_percentage,status,priority,risk_level,benefits_realized,key_milestones,stakeholders
CAPEX-000185,Safety Enhancement Project 185,Safety Enhancement,2024-02-14,2024-05-14,2024-05-14,920065.75,71406.31,991472.05,1048807.65,82.39,Completed,High,High,"[""Technology advancement"", ""Improved customer service"", ""Increased capacity"", ""Enhanced safety measures"", ""Reduced maintenance costs""]","[""Installation completed"", ""Design phase completed"", ""Project handover"", ""Project planning completed""]","[""Regulatory Bodies"", ""Local Community"", ""Contractors"", ""Operations Team"", ""Customer Service""]"
CAPEX-000186,Distribution Network Improvement Project 186,Distribution Network Improvement,2024-03-27,2025-11-17,,3978184.6,248965.72,4227150.31,862640.9,18.61,Delayed,Medium,Medium,"[""Better environmental compliance"", ""Improved operational efficiency"", ""Improved customer service"", ""Technology advancement"", ""Reduced maintenance costs""]","[""Equipment procurement"", ""Project handover"", ""Project planning completed"", ""Installation completed"", ""Testing phase"", ""Commissioning""]","[""Contractors"", ""Maintenance Team"", ""Customer Service"", ""Local Community""]"
CAPEX-000187,Environmental Compliance Project 187,Environmental Compliance,2024-03-15,2025-08-07,,1449089.87,192924.52,1642014.39,1214362.23,73.16,In Progress,Low,Low,"[""Increased capacity"", ""Cost savings"", ""Reduced maintenance costs"", ""Technology advancement""]","[""Project handover"", ""Project planning completed"", ""Staff training"", ""Testing phase"", ""Installation completed""]","[""Safety Department"", ""Operations Team"", ""Customer Service"", ""Contractors"", ""Maintenance Team""]"
CAPEX-000188,Environmental Compliance Project 188,Environmental Compliance,2024-03-28,2024-08-25,,3325618.15,345517.27,3671135.41,3688808.09,87.75,On Track,Low,Low,"[""Increased capacity"", ""Reduced maintenance costs"", ""Better environmental compliance"", ""Cost savings"", ""Improved operational efficiency""]","[""Design phase completed"", ""Project planning completed"", ""Project handover"", ""Staff training""]","[""Environmental Team"", ""Operations Team"", ""Contractors""]"
CAPEX-000189,Treatment Plant Modernization Project 189,Treatment Plant Modernization,2024-04-05,2025-12-26,,3244583.17,288313.28,3532896.45,1418970.92,39.19,Delayed,Medium,Low,"[""Better environmental compliance"", ""Increased capacity"", ""Improved customer service"", ""Improved operational efficiency""]","[""Installation completed"", ""Staff training"", ""Project handover"", ""Project planning completed""]","[""Operations Team"", ""Safety Department"", ""Customer Service"", ""Environmental Team""]"
CAPEX-000190,Environmental Compliance Project 190,Environmental Compliance,2024-04-29,2024-08-27,2024-08-27,4135850.53,316729.9,4452580.43,4070004.15,80.81,Completed,High,Low,"[""Enhanced safety measures"", ""Improved operational efficiency"", ""Improved customer service"", ""Technology advancement"", ""Better environmental compliance""]","[""Installation completed"", ""Testing phase"", ""Staff training"", ""Design phase completed""]","[""Safety Department"", ""Customer Service"", ""Regulatory Bodies"", ""Local Community"", ""Environmental Team""]"
CAPEX-000191,Environmental Compliance Project 191,Environmental Compliance,2024-05-25,2025-10-17,,3542497.04,328416.04,3870913.08,341233.65,8.33,Delayed,Medium,High,"[""Reduced maintenance costs"", ""Increased capacity"", ""Cost savings"", ""Better environmental compliance""]","[""Staff training"", ""Testing phase"", ""Equipment procurement"", ""Project handover"", ""Installation completed""]","[""Local Community"", ""Contractors"", ""Regulatory Bodies"", ""Safety Department"", ""Maintenance Team""]"
CAPEX-000192,Technology Implementation Project 192,Technology Implementation,2024-06-15,2026-02-05,,4638119.92,349755.58,4987875.5,3796987.87,76.93,On Track,High,High,"[""Increased capacity"", ""Technology advancement"", ""Improved operational efficiency""]","[""Equipment procurement"", ""Project handover"", ""Project planning completed"", ""Commissioning"", ""Design phase completed"", ""Staff training""]","[""Operations Team"", ""Local Community"", ""Regulatory Bodies"", ""Safety Department""]"
CAPEX-000193,Distribution Network Improvement Project 193,Distribution Network Improvement,2024-06-06,2024-10-04,2024-10-04,2355812.05,154566.5,2510378.55,2705999.98,85.3,Completed,High,Medium,"[""Enhanced safety measures"", ""Increased capacity"", ""Better environmental compliance"", ""Cost savings""]","[""Design phase completed"", ""Staff training"", ""Equipment procurement"", ""Installation completed""]","[""Contractors"", ""Local Community"", ""Regulatory Bodies""]"
CAPEX-000194,Treatment Plant Modernization Project 194,Treatment Plant Modernization,2024-06-22,2026-05-13,,1571926.94,193471.1,1765398.04,745280.97,46.1,In Progress,Medium,Medium,"[""Cost savings"", ""Technology advancement"", ""Improved operational efficiency"", ""Enhanced safety measures""]","[""Project planning completed"", ""Staff training"", ""Commissioning"", ""Installation completed"", ""Project handover"", ""Design phase completed""]","[""Operations Team"", ""Safety Department"", ""Customer Service"", ""Regulatory Bodies"", ""Maintenance Team""]"
CAPEX-000195,Environmental Compliance Project 195,Environmental Compliance,2024-06-19,2025-04-15,,850667.66,99837.36,950505.02,829849.68,79.79,Delayed,Low,High,"[""Better environmental compliance"", ""Technology advancement"", ""Reduced maintenance costs""]","[""Equipment procurement"", ""Design phase completed"", ""Project handover"", ""Project planning completed"", ""Installation completed""]","[""Operations Team"", ""Customer Service"", ""Environmental Team"", ""Safety Department"", ""Contractors""]"
CAPEX-000196,Safety Enhancement Project 196,Safety Enhancement,2024-06-19,2025-10-12,,3891743.17,245325.83,4137069.0,451669.4,10.79,On Track,Medium,High,"[""Better environmental compliance"", ""Increased capacity"", ""Cost savings"", ""Improved customer service"", ""Enhanced safety measures""]","[""Design phase completed"", ""Equipment procurement"", ""Installation completed"", ""Commissioning""]","[""Maintenance Team"", ""Operations Team"", ""Regulatory Bodies"", ""Environmental Team"", ""Customer Service""]"
CAPEX-000197,Environmental Compliance Project 197,Environmental Compliance,2024-07-09,2025-08-03,,1788172.06,206607.16,1994779.22,1147026.27,61.57,On Track,Low,Medium,"[""Reduced maintenance costs"", ""Better environmental compliance"", ""Improved operational efficiency"", ""Enhanced safety measures"", ""Increased capacity""]","[""Staff training"", ""Design phase completed"", ""Project handover"", ""Project planning completed"", ""Testing phase"", ""Equipment procurement""]","[""Environmental Team"", ""Customer Service"", ""Maintenance Team""]"
CAPEX-000198,Facility Expansion Project 198,Facility Expansion,2024-07-03,2025-07-28,,3499596.6,213922.64,3713519.24,1209427.93,36.0,In Progress,Low,High,"[""Better environmental compliance"", ""Increased capacity"", ""Cost savings""]","[""Project handover"", ""Testing phase"", ""Staff training"", ""Design phase completed"", ""Project planning completed""]","[""Operations Team"", ""Safety Department"", ""Maintenance Team"", ""Contractors""]"
CAPEX-000199,Facility Expansion Project 199,Facility Expansion,2024-07-09,2026-04-30,,1429279.11,137919.83,1567198.95,1082305.29,75.61,Delayed,Medium,High,"[""Improved customer service"", ""Cost savings"", ""Improved operational efficiency"", ""Technology advancement"", ""Reduced maintenance costs""]","[""Commissioning"", ""Design phase completed"", ""Installation completed"", ""Testing phase"", ""Project planning completed"", ""Project handover""]","[""Maintenance Team"", ""Contractors"", ""Local Community"", ""Customer Service""]"
CAPEX-000200,Infrastructure Upgrade Project 200,Infrastructure Upgrade,2024-08-03,2025-05-30,,4619123.57,371805.97,4990929.54,2051790.51,39.19,In Progress,Medium,High,"[""Improved customer service"", ""Technology advancement"", ""Reduced maintenance costs"", ""Enhanced safety measures""]","[""Testing phase"", ""Commissioning"", ""Project planning completed"", ""Equipment procurement"", ""Installation completed"", ""Staff training""]","[""Customer Service"", ""Maintenance Team"", ""Local Community"", ""Safety Department"", ""Environmental Team""]"
CAPEX-000201,Distribution Network Improvement Project 201,Distribution Network Improvement,2024-08-04,2025-10-28,,2651517.44,312347.4,2963864.84,2146448.23,69.82,On Track,High,High,"[""Cost savings"", ""Reduced maintenance costs"", ""Increased capacity""]","[""Project handover"", ""Testing phase"", ""Design phase completed"", ""Staff training"", ""Commissioning""]","[""Environmental Team"", ""Local Community"", ""Maintenance Team"", ""Safety Department"", ""Regulatory Bodies""]"
CAPEX-000202,Safety Enhancement Project 202,Safety Enhancement,2024-08-31,2025-03-29,2025-03-29,3315535.59,353052.91,3668588.5,3351486.02,83.16,Completed,High,Medium,"[""Improved operational efficiency"", ""Cost savings"", ""Reduced maintenance costs""]","[""Commissioning"", ""Equipment procurement"", ""Installation completed"", ""Project handover"", ""Design phase completed""]","[""Maintenance Team"", ""Contractors"", ""Local Community""]"
CAPEX-000203,Infrastructure Upgrade Project 203,Infrastructure Upgrade,2024-08-26,2026-06-17,,3123037.88,345284.48,3468322.35,1731840.31,48.99,In Progress,Low,Low,"[""Enhanced safety measures"", ""Improved customer service"", ""Better environmental compliance"", ""Technology advancement""]","[""Project handover"", ""Staff training"", ""Commissioning"", ""Equipment procurement"", ""Design phase completed"", ""Installation completed""]","[""Contractors"", ""Maintenance Team"", ""Local Community"", ""Regulatory Bodies""]"
CAPEX-000204,Infrastructure Upgrade Project 204,Infrastructure Upgrade,2024-09-14,2024-12-13,2024-12-13,4634631.91,672113.41,5306745.32,5488595.9,84.45,Completed,High,Low,"[""Technology advancement"", ""Cost savings"", ""Increased capacity""]","[""Staff training"", ""Commissioning"", ""Installation completed"", ""Design phase completed"", ""Project handover""]","[""Operations Team"", ""Customer Service"", ""Regulatory Bodies"", ""Environmental Team""]"
CAPEX-000205,Environmental Compliance Project 205,Environmental Compliance,2024-09-13,2026-07-05,,4701781.75,504000.18,5205781.94,2296046.82,42.89,Delayed,High,High,"[""Technology advancement"", ""Better environmental compliance"", ""Improved operational efficiency""]","[""Commissioning"", ""Staff training"", ""Project planning completed"", ""Testing phase""]","[""Operations Team"", ""Maintenance Team"", ""Safety Department"", ""Environmental Team""]"
CAPEX-000206,Facility Expansion Project 206,Facility Expansion,2024-10-25,2025-10-20,,2360601.1,217756.52,2578357.63,1152030.27,49.05,Delayed,High,Medium,"[""Technology advancement"", ""Improved operational efficiency"", ""Improved customer service"", ""Increased capacity"", ""Cost savings""]","[""Equipment procurement"", ""Installation completed"", ""Commissioning"", ""Project handover""]","[""Operations Team"", ""Maintenance Team"", ""Environmental Team"", ""Customer Service""]"
CAPEX-000207,Technology Implementation Project 207,Technology Implementation,2024-10-29,2026-03-23,,541880.34,44654.99,586535.33,317201.73,51.89,In Progress,Low,High,"[""Enhanced safety measures"", ""Improved operational efficiency"", ""Improved customer service""]","[""Staff training"", ""Project planning completed"", ""Testing phase"", ""Installation completed"", ""Design phase completed""]","[""Local Community"", ""Operations Team"", ""Maintenance Team"", ""Safety Department""]"
CAPEX-000208,Distribution Network Improvement Project 208,Distribution Network Improvement,2024-10-06,2025-05-04,,976447.15,118350.03,1094797.18,353485.63,33.57,On Track,Medium,High,"[""Enhanced safety measures"", ""Technology advancement"", ""Cost savings""]","[""Testing phase"", ""Project planning completed"", ""Installation completed"", ""Staff training""]","[""Operations Team"", ""Customer Service"", ""Environmental Team"", ""Maintenance Team""]"
CAPEX-000209,Technology Implementation Project 209,Technology Implementation,2024-10-19,2026-10-09,,2430988.75,221256.77,2652245.52,171854.13,6.35,In Progress,Low,Medium,"[""Better environmental compliance"", ""Improved operational efficiency"", ""Enhanced safety measures"", ""Improved customer service"", ""Cost savings""]","[""Staff training"", ""Project planning completed"", ""Design phase completed"", ""Commissioning"", ""Equipment procurement"", ""Project handover""]","[""Operations Team"", ""Contractors"", ""Environmental Team""]"
CAPEX-000210,Distribution Network Improvement Project 210,Distribution Network Improvement,2024-11-21,2025-11-16,,3094339.8,368694.8,3463034.61,1743033.43,47.6,In Progress,Medium,High,"[""Improved customer service"", ""Improved operational efficiency"", ""Cost savings"", ""Reduced maintenance costs"", ""Increased capacity""]","[""Commissioning"", ""Project handover"", ""Project planning completed"", ""Installation completed"", ""Staff training""]","[""Contractors"", ""Maintenance Team"", ""Operations Team"", ""Safety Department""]"
CAPEX-000211,Environmental Compliance Project 211,Environmental Compliance,2024-11-16,2026-03-11,,2670766.43,319378.13,2990144.55,1349698.96,48.96,Delayed,Low,High,"[""Technology advancement"", ""Improved customer service"", ""Cost savings""]","[""Testing phase"", ""Installation completed"", ""Project handover"", ""Equipment procurement"", ""Staff training"", ""Commissioning""]","[""Regulatory Bodies"", ""Maintenance Team"", ""Customer Service"", ""Contractors"", ""Environmental Team""]"
CAPEX-000212,Automation Project Project 212,Automation Project,2024-12-15,2025-08-12,,4429952.04,324592.17,4754544.21,1037191.9,23.24,In Progress,High,Medium,"[""Enhanced safety measures"", ""Improved customer service"", ""Technology advancement"", ""Increased capacity"", ""Better environmental compliance""]","[""Project planning completed"", ""Equipment procurement"", ""Commissioning"", ""Testing phase"", ""Design phase completed""]","[""Environmental Team"", ""Regulatory Bodies"", ""Safety Department""]"
CAPEX-000213,Facility Expansion Project 213,Facility Expansion,2024-12-25,2025-05-24,,1608085.49,161884.3,1769969.79,413363.94,25.91,Delayed,Medium,Medium,"[""Improved operational efficiency"", ""Cost savings"", ""Enhanced safety measures"", ""Improved customer service""]","[""Staff training"", ""Project handover"", ""Installation completed"", ""Commissioning"", ""Project planning completed""]","[""Safety Department"", ""Environmental Team"", ""Maintenance Team"", ""Local Community"", ""Contractors""]"
CAPEX-000214,Automation Project Project 214,Automation Project,2024-12-25,2026-04-19,,4646170.89,258337.46,4904508.34,2071041.25,41.69,Delayed,Medium,High,"[""Improved operational efficiency"", ""Enhanced safety measures"", ""Increased capacity"", ""Reduced maintenance costs"", ""Improved customer service""]","[""Equipment procurement"", ""Project handover"", ""Project planning completed"", ""Commissioning""]","[""Safety Department"", ""Customer Service"", ""Local Community"", ""Environmental Team""]"
CAPEX-000215,Distribution Network Improvement Project 215,Distribution Network Improvement,2024-12-19,2025-06-17,,4336509.08,542731.55,4879240.63,2650796.68,56.42,In Progress,Medium,Medium,"[""Technology advancement"", ""Enhanced safety measures"", ""Reduced maintenance costs""]","[""Testing phase"", ""Design phase completed"", ""Project handover"", ""Equipment procurement"", ""Commissioning""]","[""Regulatory Bodies"", ""Local Community"", ""Operations Team""]"
CAPEX-000216,Technology Implementation Project 216,Technology Implementation,2024-12-29,2025-05-28,,2274493.06,119396.05,2393889.11,924363.76,38.61,In Progress,Medium,Medium,"[""Increased capacity"", ""Cost savings"", ""Reduced maintenance costs"", ""Enhanced safety measures"", ""Improved operational efficiency""]","[""Equipment procurement"", ""Design phase completed"", ""Staff training"", ""Project planning completed"", ""Installation completed"", ""Commissioning""]","[""Maintenance Team"", ""Operations Team"", ""Safety Department"", ""Local Community"", ""Customer Service""]"
CAPEX-000217,Automation Project Project 217,Automation Project,2025-01-27,2025-05-27,,605203.86,76629.71,681833.58,367836.29,59.64,On Track,Low,Low,"[""Better environmental compliance"", ""Enhanced safety measures"", ""Reduced maintenance costs"", ""Improved customer service""]","[""Staff training"", ""Commissioning"", ""Installation completed"", ""Project planning completed"", ""Equipment procurement"", ""Testing phase""]","[""Customer Service"", ""Operations Team"", ""Local Community""]"
CAPEX-000218,Treatment Plant Modernization Project 218,Treatment Plant Modernization,2025-01-05,2026-08-28,,1816558.88,148682.6,1965241.48,231650.66,11.32,On Track,Low,Low,"[""Enhanced safety measures"", ""Reduced maintenance costs"", ""Increased capacity""]","[""Project handover"", ""Project planning completed"", ""Design phase completed"", ""Commissioning"", ""Installation completed""]","[""Operations Team"", ""Contractors"", ""Environmental Team"", ""Local Community"", ""Customer Service""]"
CAPEX-000219,Safety Enhancement Project 219,Safety Enhancement,2025-01-11,2025-09-08,,3552920.21,494309.22,4047229.43,2115588.17,50.36,On Track,Low,Medium,"[""Improved customer service"", ""Cost savings"", ""Enhanced safety measures"", ""Increased capacity""]","[""Project handover"", ""Testing phase"", ""Design phase completed"", ""Project planning completed""]","[""Contractors"", ""Operations Team"", ""Environmental Team"", ""Safety Department"", ""Regulatory Bodies""]"
CAPEX-000220,Technology Implementation Project 220,Technology Implementation,2025-02-28,2025-12-25,,804236.25,112247.32,916483.57,184033.8,20.64,In Progress,Low,High,"[""Improved customer service"", ""Better environmental compliance"", ""Cost savings"", ""Improved operational efficiency""]","[""Project handover"", ""Project planning completed"", ""Equipment procurement"", ""Installation completed""]","[""Safety Department"", ""Contractors"", ""Local Community"", ""Customer Service""]"
CAPEX-000221,Distribution Network Improvement Project 221,Distribution Network Improvement,2025-02-14,2025-08-13,,2087861.31,253523.38,2341384.69,202637.84,8.56,In Progress,Medium,High,"[""Cost savings"", ""Increased capacity"", ""Better environmental compliance"", ""Enhanced safety measures""]","[""Installation completed"", ""Testing phase"", ""Design phase completed"", ""Project handover"", ""Commissioning"", ""Project planning completed""]","[""Environmental Team"", ""Local Community"", ""Regulatory Bodies"", ""Customer Service""]"
CAPEX-000222,Safety Enhancement Project 222,Safety Enhancement,2025-02-23,2026-06-18,,2879334.85,242497.82,3121832.67,1620227.94,55.53,Delayed,High,High,"[""Technology advancement"", ""Improved operational efficiency"", ""Increased capacity"", ""Improved customer service"", ""Better environmental compliance""]","[""Design phase completed"", ""Commissioning"", ""Installation completed"", ""Project handover"", ""Equipment procurement""]","[""Maintenance Team"", ""Customer Service"", ""Operations Team"", ""Local Community""]"
CAPEX-000223,Safety Enhancement Project 223,Safety Enhancement,2025-02-08,2026-08-02,,3260446.67,183068.28,3443514.95,556187.11,17.41,Delayed,Low,Low,"[""Reduced maintenance costs"", ""Better environmental compliance"", ""Increased capacity""]","[""Commissioning"", ""Testing phase"", ""Project handover"", ""Installation completed"", ""Design phase completed""]","[""Regulatory Bodies"", ""Safety Department"", ""Customer Service""]"
CAPEX-000224,Safety Enhancement Project 224,Safety Enhancement,2025-03-22,2026-05-16,,4952417.36,536211.59,5488628.95,2690594.31,48.92,In Progress,Medium,Low,"[""Improved operational efficiency"", ""Technology advancement"", ""Improved customer service"", ""Increased capacity""]","[""Design phase completed"", ""Commissioning"", ""Equipment procurement"", ""Project planning completed"", ""Project handover""]","[""Local Community"", ""Regulatory Bodies"", ""Safety Department"", ""Environmental Team""]"
CAPEX-000225,Safety Enhancement Project 225,Safety Enhancement,2025-03-12,2026-07-05,,2771082.06,322134.84,3093216.9,1101831.03,37.99,On Track,Medium,Medium,"[""Increased capacity"", ""Cost savings"", ""Improved customer service""]","[""Equipment procurement"", ""Project planning completed"", ""Commissioning"", ""Staff training""]","[""Contractors"", ""Regulatory Bodies"", ""Environmental Team""]"
CAPEX-000226,Distribution Network Improvement Project 226,Distribution Network Improvement,2025-03-02,2025-09-28,,3246990.21,297377.37,3544367.58,1367787.28,36.48,Delayed,Medium,High,"[""Technology advancement"", ""Increased capacity"", ""Better environmental compliance""]","[""Project handover"", ""Installation completed"", ""Equipment procurement"", ""Design phase completed"", ""Testing phase"", ""Commissioning""]","[""Operations Team"", ""Customer Service"", ""Environmental Team"", ""Maintenance Team"", ""Safety Department""]"
CAPEX-000227,Environmental Compliance Project 227,Environmental Compliance,2025-03-31,2025-07-29,,2883932.93,347480.04,3231412.97,291464.16,9.05,Delayed,High,Low,"[""Increased capacity"", ""Better environmental compliance"", ""Technology advancement"", ""Improved operational efficiency"", ""Improved customer service""]","[""Project handover"", ""Staff training"", ""Commissioning"", ""Project planning completed""]","[""Customer Service"", ""Contractors"", ""Operations Team"", ""Safety Department"", ""Regulatory Bodies""]"
CAPEX-000228,Automation Project Project 228,Automation Project,2025-04-13,2026-11-04,,4539669.9,487544.8,5027214.69,1294052.57,26.52,On Track,Medium,Low,"[""Increased capacity"", ""Improved customer service"", ""Technology advancement""]","[""Project planning completed"", ""Staff training"", ""Installation completed"", ""Testing phase"", ""Design phase completed""]","[""Operations Team"", ""Regulatory Bodies"", ""Safety Department"", ""Customer Service"", ""Contractors""]"
CAPEX-000229,Facility Expansion Project 229,Facility Expansion,2025-04-14,2025-09-11,,721424.54,41616.26,763040.8,454708.94,62.7,Delayed,Medium,Medium,"[""Improved operational efficiency"", ""Improved customer service"", ""Technology advancement"", ""Increased capacity""]","[""Equipment procurement"", ""Staff training"", ""Installation completed"", ""Project handover""]","[""Customer Service"", ""Local Community"", ""Regulatory Bodies""]"
CAPEX-000230,Technology Implementation Project 230,Technology Implementation,2025-04-14,2025-12-10,,4016922.83,547110.69,4564033.52,1147765.23,27.43,In Progress,Low,Low,"[""Cost savings"", ""Technology advancement"", ""Better environmental compliance"", ""Enhanced safety measures""]","[""Project handover"", ""Staff training"", ""Commissioning"", ""Design phase completed"", ""Testing phase"", ""Equipment procurement""]","[""Regulatory Bodies"", ""Operations Team"", ""Contractors"", ""Safety Department"", ""Local Community""]"
